Total mAH
21852.38
21825
21799.54
21789.99
21679.07
21813.72
21838.49
21744.02
21779.16
21928.89
21936.65
21861.73
21807.6
21936.32
22013.37
21974.74
21833.87
21826.04
21837.44
21926.88
21683.63
21557.55
21862.04
21852.59
21529.59
21484.13
21774.15
21843.72
21872.34
21957
21965.95
21944.11
21921.29
22025
21899.55
21870.22
21923.73
21929.69
21914.62
21919.83
21966.81
21876.84
21789.81
21925.4
21954.89
21975.33
21971.59
21981.25
21937.05
21936.28
21908.07
21904.65
21913.23
21940.47
21906.54
21899.91
21681.42
21623.43
21647.36
21602.51
21738.23
21971.5
21325.16
21333.39
21291.89
21268.25
21318.64
21337.75
21340.88
21355.7
21429.81
21424.7
21440.97
21477.29
21442.86
21450.2
21518.08
21531.67
21482.9
21511.31
21507.24
21493.13
21474.87
21481.56
21513.31
21508.61
21483.14
21497.69
21459.41
21464.39
21490.8
21514.74
21450.46
21456.95
21503.83
21510.29
21506.13
21536.67
21455.39
21450.87
21413.2
21440.75
21520.54
21519.31
21519.34
21528.45
21507.12
21522.91
21491.88
21496.5
21498.64
21457.18
21490.03
21506.55
21502.89
21384.12
21438.51
21487.5
21487.97
21508.34
21482.73
21459.08
21502.49
21435.02
21443.24
21463.7
21492.16
21507.33
21534.56
21379.78
21335.92
21403.8
21459.06
21457.51
21452.5
21479.76
21512.79
21508.01
21399.87
21528.83
21512.69
21548.19
21553.76
21521.67
21442.74
21488.56
21489.63
21508.18
21511.05
21512.46
21480.45
21465.41
21470.42
21478.68
21499.73
21543.14
21474.98
21488
21504.67
21510.99
21514.62
21481.23
21431.14
21439.45
21400.71
21394.15
21467.23
21500.69
21491.66
21512.57
21487.56
21452.46
21268.96
21310.44
21428.58
21411.08
21408.19
21443.87
21377.92
21403.67
21478.72
21489.35
21499.9
21505.66
21464.36
21416.13
21304.88
21395.31
21396.02
21368.21
21318.4
21293.71
21312.41
21395.84
21457.92
21464.1
21457.03
21425.59
21400.21
21445.58
21312.73
21272.99
21251.81
21267.43
21281.46
21274.97
21237.16
21219.88
21251.24
21293.46
21275.96
21283.22
21282
21255.47
21260.91
21308.77
21356.6
21446.6
21447.26
21380.83
21250.77
21269.99
21283.53
21285.68
21288.03
21331.36
21313.84
21359.48
21434.18
21437.77
21466.04
21448.25
21394.1
21419.39
21326.2
21311.36
21277.71
21289.2
21271.84
21293.05
21304.07
21302.76
21279.93
21293.05
21280.69
21283.25
21269.44
21281.92
21261.48
21276.46
21259.17
21241.04
21172.74
21179.18
21165.48
21214.37
21242.73
21240.66
21235.89
21247.67
21249.25
21271.84
21339.57
21310.2
21259.4
21330.44
21402.79
21373.77
21344.95
21449.69
21454.86
21465.21
21421.55
21334.35
21245.37
21236.05
21218.83
21245.23
21258.3
21350.81
21420.43
21357.37
21361.9
21382.65
21398.59
21396.71
21391.78
21390.06
21239.64
21247.62
21340.55
21361.43
21373.1
21399.18
21367.12
21353.22
21375.2
21400.34
21346.59
21331.36
21328.27
21459.48
21270.06
21207.79
21244.59
21236.24
21232.95
21268.15
21341.85
21398.42
21218.49
21173.26
21181.94
21192.44
21182.79
21210.65
21177.96
21172.59
21166.54
21196.2
21208
21229.96
21187.76
21195.31
21196
21212.62
21206.75
21222.43
21210.52
21220.23
21206.65
21205.28
21165.77
21178.29
21173.81
21193.28
21188.26
21227.92
21301.26
21326.59
21325.11
21293.99
21288.67
21351.94
21172.4
21152.18
21329.65
21347.35
21308.83
21346.89
21295.83
21332.22
21390.1
21345.13
21321.54
21357.95
21229.6
21260.41
21335.81
21292.22
21150.02
21142.29
20907.69
20994.54
21031.21
21052.79
21067.75
21062.42
21088.79
21050.23
21041.19
21086.51
21136.84
21189.24
21267.37
21279.22
21266.75
21286.73
21341.82
21358.1
21369.83
21385.55
21336.66
21339.04
21358.79
21359.13
21430.98
21419.23
21407.19
21385.89
21352.34
21324.38
21347.08
21367.54
21352.24
21350.11
21355.34
21209.32
21231.14
21259.61
21271.57
21298.94
21320.61
21190.35
21248.9
21377.5
21332.93
21298.19
21298.76
21270.5
21285.27
21265.93
21327.68
21316.3
21294.45
21269.13
21276.68
21262.85
21270.28
21228.2
21260.18
21287.13
21299.42
21267.04
21321.86
21377.68
21372.05
21328.68
21329.19
21310.75
21380.73
21369.93
21320.1
21306.59
21326.94
21305.5
21356.74
21350.34
21384.34
21362.08
21351.19
21335.78
21338.85
21327.52
21355.34
21338.4
21297.96
21294.61
21347.85
21276.46
21290.19
21217.29
21223.49
21203.11
21220.46
21282.34
21298.64
21214.25
21199.52
21192.71
21238.41
21205.05
21202.78
21246.37
21295.94
21257.75
21223.9
21231.44
21279.29
21260.04
21280.81
21282.44
21272.32
21275.17
21274.87
21193.54
21213.43
21209.24
21214.86
21198.7
21194.17
21146.5
21150.93
21148.34
21128.38
21116.25
21135.59
21128.43
21122.63
21092.49
21110.29
21094.24
21101.39
21089.32
21099.6
21086.86
21108.84
21087.91
21118.08
21111.79
21112.6
21122.26
21129.85
21109.03
21118.67
21094.2
21101.9
21094.72
21113.75
21106.08
21123.59
21112.66
21111.34
21103.43
21120.39
21100.26
21113.04
21099.14
21107.92
21053.22
21085.29
21050.27
21053.48
21062.81
21076.48
21092.08
21094.12
21092.03
21087.11
21072.25
21087.37
21074.34
21088.79
21084.6
21111.8
21087.54
21105.42
21045.78
21050.41
21077.64
21125.64
21152.28
21185.79
21155.44
21180.6
21155.25
21156.09
21170.19
21246.96
21287.49
21294.13
21283.31
21228.76
21184.7
21207.78
21208.43
21183.2
21140.27
21177.61
21189.91
21220.4
21187.58
21196.04
21184.37
21199.87
21210.34
21201.2
21173.44
21199.77
21153.51
21168.12
21195.47
21174.96
21141.2
21169.23
21172.44
21198.92
21206.94
21258.8
21234.96
21191.97
21163.66
21175.79
21122.98
21108.66
21097.06
21150.72
21181.69
21198.08
21083.64
21085.86
21064.35
21068.15
21125.41
21131.29
21037.07
21057.51
21036.79
21066.45
21163.55
21177.71
21146.72
21143.81
21129.03
21116.2
21063.64
21140.62
21072.51
21050.67
21095.41
21141.25
21123.69
21174.03
21167.78
21159.13
21177.81
21207.11
21158.62
21197.05
21240.76
21198.66
21146.33
21179.38
21195.14
21194.73
21192.5
21197.01
21168.44
21196.04
21145.03
21151.7
21059.75
21058.56
21052.88
21040.66
21033.84
21098.14
21093.81
21092.1
21078.75
21099.83
21053.39
21025.74
21010.26
21033.44
21030.08
21032.59
21033.05
21086.07
21029.51
21012.49
21024.96
21054.37
21048.02
21066.55
20998.74
20979.09
20964.99
20989.67
21002.35
20990.61
20992.71
21008.42
20970.36
20987.17
20980.8
21003.87
20980.35
20965.71
20970.26
21020.69
21020.87
21001.38
21009.12
21073.65
21112.89
21111.59
21137.93
21156.58
21108.46
21201.72
21268.52
21239.82
21199.23
21219.7
21217.5
21243.01
21254.03
21287.49
21289.44
21261.31
21198.31
21228.84
21179.46
21205.96
21174.61
21148.51
21128.32
21110.64
21100.94
21113.1
21091.47
21125.77
21210.37
21232.69
21188.15
21218.45
21228.96
21259.04
21223.6
21199.12
21169.92
21174.91
21061.38
21080.44
21075.21
21032.92
21003.99
21002.55
21124.83
21148
21098.42
21071.6
21127.69
21046.78
21093.62
21015.53
21029.33
20980.26
20961.12
20980.28
21003.39
20996.84
20989.95
20969.96
20982.93
20955.21
20978.64
20913.34
20905.12
20928.52
20929.96
20924.66
20931.28
20925.34
20958.01
20960.56
20923.29
20948.11
20935.96
20960.55
20941.77
20942.96
20918.33
20941.5
20926.78
20935.14
20930.43
20939.14
20931.83
20936.71
20931.05
20937.94
20928.81
20939.18
20923.37
20935.12
20915.81
20924.64
20920.01
20924.33
20894.79
20907.19
20902.05
20894.21
20911.53
20921.48
20902.81
20909.42
20901.26
20892.73
20878.86
20834.24
20847.13
20828.91
20866.13
20870.07
20882.46
20890.87
20883.05
20888.31
20885.51
20879.07
20723.16
20750.96
20872.1
20871.96
20876.84
20883.12
20846
20844.97
20830.38
20862.54
20851.45
20808.76
20787.07
20842.18
20884.45
20872.89
20880.46
20825.41
20839.11
20891.14
20879.8
20855.94
20881.43
20868.27
20884.32
20873.52
20885.84
20875.79
20868.54
20880.28
20847.69
20874.7
20873.68
20874.96
20865.17
20866.29
20848.99
20868.9
20854.07
20874.65
20853
20864.44
20848.75
20865.42
20837.92
20850.93
20845.57
20861.88
20852.08
20849.94
20835.11
20841.69
20830.21
20820.06
20723.41
20728.54
20803.11
20843.37
20824.23
20829.39
20815.15
20837.61
20778.25
20795.98
20831.69
20840.21
20844.18
20850.83
20836.6
20841.3
20827.22
20847.8
20861.25
20871.85
20849.1
20821.73
20820.24
20870.91
20853.62
20859.43
20822.79
20843.28
20826.09
20854.64
20847.51
20809.6
20776.63
20808.53
20792.38
20774.27
20682.24
20711.18
20807.52
20824.64
20796.96
20792.99
20773.43
20793.82
20757.85
20771.58
20800.83
20804.36
20790.92
20772.75
20795.01
20794.43
20769.42
20790.73
20769.02
20792.91
20820.28
20850.73
20858.87
20869.11
20841.58
20835.49
20814.24
20845.2
20839.12
20843.56
20819.35
20824.08
20822.19
20838.62
20836.02
20844.79
20811.42
20823.66
20851.81
20845.02
20823.24
20839.81
20830.12
20848.21
20833.4
20811.61
20804.6
20809.64
20790.17
20799.56
20813.85
20835.96
20832.57
20828.6
20794.84
20827.62
20827.39
20814.14
20773.79
20802.78
20791.1
20785.61
20776.73
20791.31
20777.81
20768.37
20762.82
20766.12
20754.36
20794.51
20790.54
20793.87
20726.06
20729.33
20766.86
20789.75
20725.7
20720.27
20730.17
20759.08
20790.3
20802.4
20788.05
20787.92
20797.65
20820.4
20809.93
20807.29
20788.3
20781.35
20771.81
20799.1
20819.62
20812.04
20760.18
20745.86
20719.03
20763.48
20775.41
20774.19
20696.92
20662.56
20719.92
20777.91
20780.54
20787.9
20772.87
20784.04
20749.5
20723.53
20722.07
20741.06
20740.13
20761.24
20762.07
20783.17
20776.93
20756.93
20753.88
20798.52
20788.59
20761.53
20747.89
20783.58
20770.05
20794.71
20792.13
20766.89
20761.84
20811.15
20779.71
20754.28
20723.18
20757.97
20749.01
20734.88
20696.23
20712.63
20710.05
20706.36
20667.99
20698.5
20705.66
20706.88
20697.52
20685.53
20663.38
20680.65
20706.31
20731.13
20719.91
20729.96
20698.3
20703.93
20712.27
20711.57
20693.98
20702.11
20716.39
20739.21
20746.6
20756.85
20763.44
20770.38
20767.12
20775.72
20743.92
20736.51
20715.43
20711.2
20670.32
20677.16
20683.52
20701.66
20672.47
20668.77
20644.87
20681.46
20675.04
20659.28
20647.79
20673.99
20681.15
20707.86
20698.77
20704.06
20683.8
20695.82
20690.83
20700.25
20709.89
20754.89
20746.72
20694.06
20672.29
20703.37
20713.86
20718.69
20707.74
20713.15
20711.12
20708.86
20722.08
20737.47
20720.47
20727.16
20733.04
20782
20755.59
20719.59
20728.36
20772.13
20752.46
20726.46
20645.12
20643.19
20695.04
20692.39
20684.98
20701.99
20699.71
20709.42
20705.96
20724.79
20717.22
20741.92
20717.05
20708.54
20690.93
20699.63
20668.54
20682.18
20687.16
20695.59
20699.09
20700.99
20714.47
20724.02
20710.61
20717.16
20687.46
20716.12
20690.16
20671.67
20657.08
20690.45
20659.56
20652.54
20678.36
20698.39
20689.99
20708.05
20705.63
20710.78
20701.4
20718.52
20702.89
20717.69
20704.34
20711.28
20697.37
20696.24
20665.07
20674.55
20661.39
20676.29
20666.02
20672.93
20665.04
20690.39
20678.52
20671.6
20688.19
20686.06
20648.39
20652.35
20650.01
20670.58
20643.04
20655.3
20634.99
20654.68
20653.63
20662.51
20664.33
20662.56
20650.52
20657.41
20649.78
20662.41
20668.35
20688.24
20668.25
20668.52
20671.37
20681.15
20681.94
20678.5
20684.66
20664.64
20638.53
20660.82
20632.93
20632.03
20610.5
20627.86
20636.79
20648.99
20614.37
20619.24
20621.49
20626.46
20648.52
20657.99
20627.75
20632.96
20606.81
20625.62
20606.21
20614.37
20602.73
20598.95
20595.14
20601.79
20613.18
20631.58
20620.32
20639.7
20634
20626.24
20616.22
20626.02
20622.31
20631.19
20616.89
20622.7
20613.7
20633.86
20653.55
20687.64
20646.47
20635.17
20637.83
20656.35
20634.88
20624.53
20611.48
20643.5
20646.55
20641.04
20645.6
20654.73
20605.5
20612.43
20626.25
20634.22
20625.1
20634.34
20647.9
20667.51
20639.17
20649.21
20638.98
20659.57
20645.58
20655.88
20656.83
20663.97
20661.53
20661.95
20632.14
20634.31
20611.24
20628.56
20600.78
20640.06
20647.7
20640.97
20630.81
20654.12
20640.51
20655.16
20650.78
20665.69
20664.81
20673.21
20651.25
20672.14
20674.17
20651.57
20599.61
20599.51
20565.16
20575.3
20567.6
20593.25
20602.43
20619.91
20648.95
20645.14
20608.85
20625.6
20575.91
20576.98
20581.92
20589.76
20595.85
20617.1
20599.46
20610.33
20645.71
20638.96
20652.25
20685.81
20625.36
20593.87
20598.07
20602.63
20609.65
20644.41
20624.94
20607.17
20596.06
20605.36
20529.77
20548.08
20562.7
20596.66
20619.15
20596.08
20553.94
20570.86
20558.8
20555.5
20590.05
20629.11
20595.66
20570.26
20486.21
20515.25
20531.33
20566.99
20583.75
20580.05
20582.01
20595.39
20565.75
20571.88
20548.64
20561.9
20524.03
20541
20553.97
20570.17
20563.86
20555.35
20560.23
20571.1
20574.35
20591.71
20586.42
20593.29
20579.83
20587.1
20575.04
20589.52
20616.07
20631.1
20585.73
20608.09
20603.63
20617.37
20635.92
20646.57
20635.53
20656.71
20643.52
20643.23
20645.56
20660.43
20637.51
20644.22
20598.41
20606.16
20610
20605.33
20606.91
20644.17
20613.59
20596.37
20575.43
20601.27
20605.94
20619.49
20521.63
20518.51
20506.48
20495.72
20504.5
20528.72
20528.58
20554.08
20516.07
20524.86
20551.92
20560.25
20561.71
20574.13
20569.15
20586.44
20580.62
20578.51
20552.19
20556.28
20546.61
20575.56
20590.17
20611.72
20613.14
20619.26
20649.71
20645.58
20596.89
20628.79
20642.73
20631.54
20615.06
20633.14
20616.97
20600.51
20615.61
20666.88
20680.38
20664.41
20658.44
20620.16
20650.43
20650.55
20639.82
20632.42
20638.31
20627.11
20630.48
20593.46
20624.03
20671.45
20674.54
20650.5
20663.72
20666.02
20670.51
20656.12
20666.8
20512.61
20518.69
20595.47
20592.64
20557.79
20566.07
20558.2
20555.49
20550.65
20566.97
20561.46
20602.5
20609.65
20605.25
20612.96
20625.49
20539.84
20528.25
20543.67
20564.98
20587.29
20612.8
20640.82
20679.6
20604.37
20565.9
20549.01
20572.33
20568.09
20560.68
20538.65
20563.9
20574.72
20570.71
20568.65
20568.34
20483.26
20509.53
20524.98
20539.94
20502.56
20522.7
20495.39
20472.75
20490.69
20525.68
20510.75
20504.69
20536.37
20543.16
20468.24
20467.3
20492.52
20496.55
20520.82
20559.57
20509.28
20532.82
20518.84
20530.26
20516.01
20521.28
20550.18
20428.69
20484.48
20522.83
20523.07
20562.26
20556.11
20545.03
20559.71
20522.93
20534.52
20519.64
20534.77
20492.77
20478.56
20454.53
20471.31
20448.46
20476.07
20473.2
20478.53
20460.48
20442.96
20411.55
20427.71
20418.46
20448.31
20460.86
20475.5
20423.39
20415.78
20404
20434.94
20452.5
20470.27
20442.06
20408.49
20380.59
20414.99
20409.35
20400.78
20422.49
20463.33
20441.12
20445.88
20401.74
20385.51
20433.57
20478.96
20448.39
20463.9
20472.16
20462.94
20438.88
20423.62
20416.27
20451.87
20415.83
20426.46
20452.49
20455.13
20426.55
20450.87
20426.84
20466.73
20443.83
20407.4
20437.25
20447.62
20441.1
20447.94
20444.84
20433.58
20468.5
20509.04
20395.4
20400.43
20398.11
20392.68
20426.21
20454.35
20471.45
20471.93
20461.02
20501.18
20506.28
20514.99
20520.26
20522.25
20407.96
20378.85
20357.41
20390.61
20437.09
20443.72
20370.74
20375.09
20434.45
20464.35
20477.49
20476.7
20447.98
20465.34
20466.7
20444.72
20429.63
20453.07
20398.49
20416.29
20410.94
20412.65
20418.01
20443.12
20438.01
20413.54
20394.26
20406.25
20407.93
20426.04
20411.1
20416
20421.55
20443.4
20465.42
20484.57
20474.5
20489.42
20472.45
20475.97
20445.02
20445.41
20437.56
20402.02
20337.4
20363.76
20395.37
20438
20417.6
20399.57
20356.64
20396.82
20408.84
20423.21
20419.44
20385.1
20339.33
20357.24
20335.71
20343.32
20346.6
20384.99
20351.48
20327.27
20371.91
20381.17
20393.88
20430.39
20423.92
20386.45
20300.29
20354.53
20415.06
20386.41
20351.41
20354.66
20321.4
20353.29
20339.82
20347.53
20364.11
20401.66
20360.38
20357.72
20409.94
20407.05
20346.07
20369.89
20363.84
20366.04
20330.98
20345.56
20352.33
20356.23
20327.11
20309.38
20343.17
20379.22
20319.84
20299.78
20317.77
20380.53
20360.29
20340.04
20355.55
20374.69
20333.35
20345.29
20338.06
20364.24
20345.33
20370.69
20413.59
20407.35
20365.52
20367.39
20359.16
20376.21
20342.89
20331.07
20396.86
20438.85
20366.51
20355.61
20367.1
20362.63
20325.04
20366.26
20360.26
20341.7
20354.83
20369.91
20407.96
20398.23
20347.4
20362.7
20365.78
20381.31
20420.26
20439.51
20431.98
20457.7
20454.56
20458.61
20426.62
20407.29
20358.79
20408.7
20440.65
20439.33
20425.81
20430.57
20424.26
20410.16
20343.9
20352.71
20348.97
20366.41
20384.17
20393.33
20349.91
20358.38
20383.66
20399.91
20346.72
20357.51
20393.73
20398.39
20381.33
20433.65
20392.17
20365.35
20345.37
20375.75
20392.7
20416.7
20419.15
20428.33
20419.89
20429.71
20430.77
20428.68
20421.34
20438.87
20438.68
